[11-Sep-2011 22:38:12]  <Gendo> GET LEADY!  
[12-Sep-2011 01:17:51]  <Motoko> 14Gendo: i.e. everybody wants to fight? ;)
[12-Sep-2011 01:17:57]  <Loki_Weyland> $ So how do I do that?
[12-Sep-2011 01:18:00]  <Gendo> KK.  Spread.
[12-Sep-2011 01:18:26]  <Gendo> Loki_Weyland: It's  full round action to spread your field.  You don't need to do anything.  Boring, I know.
[12-Sep-2011 01:18:27]  <Lou> [It takes a full round, or two half rounds (so you can do other crap)]
[12-Sep-2011 01:18:41]  <Loki_Weyland> $ Ah. No rolls?
[12-Sep-2011 01:18:42]  <Motoko> 14Loki_Weyland: You just say you spread, and then specify a field type, except that you only have one AT field power at the moment, so.
[12-Sep-2011 01:18:45]  <Gendo> Not yet.
[12-Sep-2011 01:19:02]  <Gendo> Also, these fields should help with what comes next.
[12-Sep-2011 01:19:18]  <Gendo> i.e.  Tsvael wants to blast you with energy crosses again.
[12-Sep-2011 01:19:34]  <Lou> [:o]
[12-Sep-2011 01:19:40]  <Osip_Zhgun[Barcode]> [@gendo: Is my movement towards the Angel interfering with my ability to dodge? I'l lwait for next turn, but I should probably slow down once I'm close]
[12-Sep-2011 01:19:57]  <Gendo> Osip_Zhgun[Barcode]: You take priority with Tsvael this round, as you were the last to annoy it.  (No, it doesn't interfere.)
[12-Sep-2011 01:20:00]  <Lou> redoubt delta fall
[12-Sep-2011 01:20:45]  <Loki_Weyland> $ I use Neutralize, then.
[12-Sep-2011 01:20:59]  <Osip_Zhgun[Barcode]> [Should I roll to dodge or…what's tsvael doing?]
[12-Sep-2011 01:21:06]  <Gendo> Osip_Zhgun[Barcode]: You feel the energy accumulating agian, but it's rather odd, as the energy is accumulating and blasts off to the side of you.  Total miss.
[12-Sep-2011 01:21:14]  <Osip_Zhgun[Barcode]> [ah.]
[12-Sep-2011 01:22:02]  <Gendo> Loki_Weyland: Same for you.  The energy cross fires off where you were last round.  You're not there anymore.
[12-Sep-2011 01:22:14]  <Gendo> JackMackerel: Your turn.
[12-Sep-2011 01:22:21]  <JackMackerel> !roll 1d100
[12-Sep-2011 01:22:21]  <GameServ> 93 == 93
[12-Sep-2011 01:22:24]  <JackMackerel> Fuck.
[12-Sep-2011 01:22:36]  <Gendo> You didn't need to roll to snap out of it, anyway.
[12-Sep-2011 01:22:40]  <Gendo> Unless that was for something else.
[12-Sep-2011 01:23:07]  <JackMackerel> (Uh... I forgot. Anyway, Jack's still running at the Angel, me thinks.)
[12-Sep-2011 01:23:18]  <Gendo> Okay.  You can make it there, and you have a half-action left.
[12-Sep-2011 01:23:28]  <Osip_Zhgun[Barcode]> [first attack of the game!]
[12-Sep-2011 01:23:30]  <Gendo> (hint hint:  Neutralizing the AT field so others can damage it is a good idea.
[12-Sep-2011 01:23:33]  <Osip_Zhgun[Barcode]> [oh.]
[12-Sep-2011 01:23:41]  <JackMackerel> (That's what Jack's trying to do. :V)
[12-Sep-2011 01:24:02]  <Gendo> Alright.
[12-Sep-2011 01:24:03]  * JackMackerel closes the distances and dramatically leaps at the Angel with both knives in hand. "It's just like Christmas Mornin'."
[12-Sep-2011 01:24:06]  <Cassie> [So Motoko, Jaq, and Cassie are neutralizing?]
[12-Sep-2011 01:24:16]  <Loki_Weyland> $ Don't forget me!
[12-Sep-2011 01:24:24]  <Motoko> 14Can you neutralize without an AT Field already set up?
[12-Sep-2011 01:24:34]  <Gendo> Motoko: He set his up last round.
[12-Sep-2011 01:24:36]  <Cassie> [Spreading I mean]
[12-Sep-2011 01:24:53]  <Gendo> Cassie: Jaq spread his last round, so he can actually act this round.
[12-Sep-2011 01:24:56]  <Gendo> Hence, neutralizing.
[12-Sep-2011 01:25:39]  <Motoko> 14Oh, I see, you let Mackerel move and spread. I thought he just moved.
[12-Sep-2011 01:25:50]  <Gendo> JackMackerel: As you jump at the Angel, you feel resistence under your knives, which quickly subsides as Tsvael's AT field is shattered.
[12-Sep-2011 01:25:57]  <Gendo> Osip_Zhgun[Barcode]: Your turn!
[12-Sep-2011 01:26:01]  <JackMackerel> (Awwww yeah rape)
[12-Sep-2011 01:26:34]  <Motoko> 14Er, how strong was Tsvael's AT Field to start? >_>
[12-Sep-2011 01:26:37]  <Osip_Zhgun[Barcode]> [Is the AT field down? if so, do I know what this means, if so, is my dodging hampered by not moving on my turn]
[12-Sep-2011 01:27:06]  *** Madoka|Dinner_ <~chatzilla@S0106002191d86b2c.no.shawcable.net> has joined #MadokaMadness
[12-Sep-2011 01:27:08]  <Osip_Zhgun[Barcode]> [actually I forgot, full auto is a full action. I can get an aiming bonus next turn if I aim this one, right?]
[12-Sep-2011 01:27:09]  <Gendo> Motoko: The way Angel's protective fields are treated, they're impervious to almost every normal attack until neutralized.
[12-Sep-2011 01:27:25]  <JackMackerel> (A big step up from NGE. :V)
[12-Sep-2011 01:27:38]  <Osip_Zhgun[Barcode]> [in jellyon it was "it hurts when we want it to hurt"]
[12-Sep-2011 01:27:41]  <Lou> [what do you mean?  They laugh off MOABs]
[12-Sep-2011 01:27:52]  <Osip_Zhgun[Barcode]> [yeah but the stupid pallet rifles kill them to shit]
[12-Sep-2011 01:27:53]  <Lou> [MOAMs, more like, I guess]
[12-Sep-2011 01:28:03]  <Motoko> 14Gendo: The manual seems to imply you have to burn 1 AT Field Point for each corresponding point of neutralization in the target...
[12-Sep-2011 01:28:04]  <Loki_Weyland> $ N2 things are antimatter bombs, according to AE fluff.
[12-Sep-2011 01:28:20]  <JackMackerel> (IIRC, they're never explained in canon NGE.)
[12-Sep-2011 01:28:26]  <Osip_Zhgun[Barcode]> [Sorry. @Gendo - so, if I half-action to move and I half-action to aim, next turn I can full-auto with improved accuracy, right?]
[12-Sep-2011 01:28:41]  <Lou> [I meant the fuckhuge missiles that fire at 'em]
[12-Sep-2011 01:28:55]  <Motoko> 14Gendo: s/burn/spend/, sorry. But if the Angel's SR is greater than JackMackerel's, its field is still up.
[12-Sep-2011 01:29:00]  <Lou> [Each is at least the size of a subway train]
[12-Sep-2011 01:29:00]  <JackMackerel> (o rite)
[12-Sep-2011 01:29:25]  *** Madoka|Dinner <~chatzilla@S0106001e58eeaf74.no.shawcable.net> has quit IRC (Ping timeout: 186 seconds)
[12-Sep-2011 01:29:30]  *** Madoka|Dinner_ is now known as Madoka|Dinner
[12-Sep-2011 01:29:56]  <Motoko> 14Gendo: I'm looking at page 171 (numbered page 169).
[12-Sep-2011 01:30:13]  <Gendo> Motoko: I'm fudging stuff here, because this is taking longer than I expected.
[12-Sep-2011 01:30:29]  *** Madoka|Dinner is now known as Madoka
[12-Sep-2011 01:30:39]  <Motoko> 14>AT Tactician is absolutely useless from an AT perspective in this battle ;_;
[12-Sep-2011 01:30:45]  <Gendo> Osip_Zhgun[Barcode]: Yes.
[12-Sep-2011 01:30:56]  <JackMackerel> (lolol)
[12-Sep-2011 01:31:13]  <Cassie> So do we roll for initiative again now?
[12-Sep-2011 01:31:15]  <Gendo> Motoko: Sorry >.>
[12-Sep-2011 01:31:16]  <Osip_Zhgun[Barcode]> [I do that, then.] Osip strafes to best orient himself in view of the hole in the Angel's hexagonal AT-pattern. "Keep that AT Field down!" he shouts, lining his crosshair up with the Angel's open area.
[12-Sep-2011 01:31:18]  <Gendo> Cassie: Nope.
[12-Sep-2011 01:31:31]  <Motoko> 14Cassie: That's only once per battle, apparently.
[12-Sep-2011 01:31:43]  <Osip_Zhgun[Barcode]> Osip runs perpendicular to his aiming vector, orienting himself in view of the*
[12-Sep-2011 01:31:58]  <Osip_Zhgun[Barcode]> [strafing iwth this thing would…not be fast]
[12-Sep-2011 01:32:17]  <Gendo> Motoko: This battle is mostly to get a grasp for the pacing and general feel.  I'm fudging to keep it something resembling reasonable, timewise.
[12-Sep-2011 01:32:37]  <Cassie> [My turn now?]
[12-Sep-2011 01:32:39]  <Gendo> Next up!  Cassie!
[12-Sep-2011 01:32:41]  <Gendo> Yes.
[12-Sep-2011 01:32:58]  <Gendo> (BRB restroom)
[12-Sep-2011 01:33:04]  <Motoko> 14Gendo: Understandable. Doesn't make me feel any more useful, though. *continued crying*
[12-Sep-2011 01:33:11]  <Cassie> [Okay, so let me see if I have this right, I can attempt to neutralize the AT field and attack in the same turn?]
[12-Sep-2011 01:33:16]  <Osip_Zhgun[Barcode]> [Lou: You're still running rite]
[12-Sep-2011 01:33:44]  <Lou> [unfortunately]
[12-Sep-2011 01:34:04]  <Osip_Zhgun[Barcode]> [I wonder if I have radar]
[12-Sep-2011 01:34:22]  <Osip_Zhgun[Barcode]> !roll 1d100 > ignore this
[12-Sep-2011 01:34:22]  <GameServ> 76 == 76
[12-Sep-2011 01:34:36]  <Loki_Weyland> $ Osip_Zhgun[Barcode]: Get something from Crest or Mirage.
[12-Sep-2011 01:34:58]  <Lou> [motoko: at least you can move.]
[12-Sep-2011 01:35:11]  <Gendo> Cassie: For time's sake, I have considered the AT field as being already neutralized,  so just attack!
[12-Sep-2011 01:35:26]  <Motoko> 14Lou, you're a lunatic. It makes sense that you're running around uncontrollably.
[12-Sep-2011 01:36:06]  <Lou> [Well excuuuuuse me]
[12-Sep-2011 01:36:09]  <Cassie> Her progressive spear held in both hands, Cassie charges the Angel and stabs for where she hopes that damned eye is chanting "break, break break break break"
[12-Sep-2011 01:36:40]  <Gendo> Cassie: That'll be a d100, getting under your WS.
[12-Sep-2011 01:36:52]  <Cassie> !roll d100
[12-Sep-2011 01:36:52]  <GameServ> 89 == 89
[12-Sep-2011 01:36:56]  <Gendo> >.>
[12-Sep-2011 01:36:58]  <Loki_Weyland> $ Ouch.
[12-Sep-2011 01:37:11]  <Osip_Zhgun[Barcode]> [cassie realizes that she is stabbing an apartment building]
[12-Sep-2011 01:37:17]  <Cassie> [Is the DH system designed to make you fail at things half the time?]
[12-Sep-2011 01:37:21]  <Lou> [that bastard had it coming]
[12-Sep-2011 01:37:29]  <Lou> [it's actually more like 70% of the time, atm]
[12-Sep-2011 01:37:39]  <Gendo> The mass of corpses parts, and Cassie's attack misses.
[12-Sep-2011 01:37:47]  <Gendo> Lou: You're up!
[12-Sep-2011 01:37:54]  <Osip_Zhgun[Barcode]> [roll for constitution]
[12-Sep-2011 01:37:56]  <Gendo> Make a save to snap out, again.
[12-Sep-2011 01:37:59]  <Lou> !roll d100
[12-Sep-2011 01:38:00]  <GameServ> 6 == 6
[12-Sep-2011 01:38:01]  <Lou> [yeah yeah]
[12-Sep-2011 01:38:04]  <Lou> [Oh hey]
[12-Sep-2011 01:38:06]  <Gendo> You come to your senses.
[12-Sep-2011 01:38:07]  <Osip_Zhgun[Barcode]> [hooray]
[12-Sep-2011 01:38:09]  <Motoko> 14Gendo, you skipped me...
[12-Sep-2011 01:38:14]  <Gendo> oh.
[12-Sep-2011 01:38:16]  <Gendo> sorry.
[12-Sep-2011 01:38:19]  <Lou> [I'm keeping that roll, dammit]
[12-Sep-2011 01:38:22]  <Gendo> Lou: Keep that in mind.
[12-Sep-2011 01:38:28]  <Gendo> Motoko: Yup yup.
[12-Sep-2011 01:38:31]  <Gendo> Your turn.
[12-Sep-2011 01:38:42]  <Motoko> 14So, um, how do I attack? I have a pallet gun, which I can presumably fire at the Angel...
[12-Sep-2011 01:38:57]  <Gendo> Motoko: Yup.  d100, get under your BS.
[12-Sep-2011 01:39:06]  <Osip_Zhgun[Barcode]> [cassie: my highest stat sees me failing regular-difficulty rolls 60% of the time. Gendo can modify the tests per monster/certain actions, and some give you up to +30 in easiness. But looks like bodyblob was likely a regular-difficulty fear test]
[12-Sep-2011 01:39:19]  <Motoko> 14Here goes expectation of catastrophic failure...
[12-Sep-2011 01:39:21]  <Lou> [You can simply shoot, which takes half an action, or use burst fire to get better accuracy.]
[12-Sep-2011 01:39:45]  <Motoko> 14Lou, I think I'll do the latter, considering I don't think I can do much else.
[12-Sep-2011 01:40:01]  <Lou> [Then pick semiauto or full auto.  The latter takes more ammo, obviously.]
[12-Sep-2011 01:40:23]  <Osip_Zhgun[Barcode]> [Single, Burst, or Auto. Auto is a full action, the other two aren't, I think?]
[12-Sep-2011 01:40:30]  <Lou> [semiauto is a full action.]
[12-Sep-2011 01:40:36]  <Motoko> 14Where is this mentioned?
[12-Sep-2011 01:40:36]  <Osip_Zhgun[Barcode]> [which one's that]
[12-Sep-2011 01:40:43]  <Osip_Zhgun[Barcode]> [Motoko - it's in Dark Heresy]
[12-Sep-2011 01:40:46]  <Lou> [194 pp of DH, Motoko]
[12-Sep-2011 01:40:46]  <Gendo> Motoko: DH handbook
[12-Sep-2011 01:40:48]  <Loki_Weyland> $ Semi-auto is an aimed shot, I think.
[12-Sep-2011 01:40:52]  <Lou> [well actually 191]
[12-Sep-2011 01:41:26]  <Lou> [actually wait wait]
[12-Sep-2011 01:41:34]  * Motoko 14goes to read the manual...
[12-Sep-2011 01:41:35]  <Lou> [With the pallet gun, there's no semiauto, it's single or full]
[12-Sep-2011 01:42:02]  <JackMackerel> (Single IS Semiauto.)
[12-Sep-2011 01:42:07]  <Lou> [If you do full auto you'll get +20 to your check, and if you succeed by a lot, you can get extra hits.]
[12-Sep-2011 01:42:10]  <Lou> [what?]
[12-Sep-2011 01:42:29]  <Gendo> JackMackerel: No it isn't.
[12-Sep-2011 01:42:39]  <Loki_Weyland> $ Single would imply that you have to put in another round yourself. Thus, it's actually semi-auto.
[12-Sep-2011 01:42:40]  <Osip_Zhgun[Barcode]> [page 190, 191 for shooting. both are in left column isntead of grouped up]
[12-Sep-2011 01:42:42]  <JackMackerel> (wat :<)
[12-Sep-2011 01:43:06]  <Lou> [Single shot is more like "taking extra time to aim", rather than a mechanical property of the weapon.]
[12-Sep-2011 01:43:17]  <Loki_Weyland> $ Again, an aimed shot.
[12-Sep-2011 01:43:46]  <Motoko> 14Okay, I think I get it now.
[12-Sep-2011 01:44:05]  * Motoko fires a fully automatic burst at the Angel 14whose name I've forgotten already
[12-Sep-2011 01:44:13]  <Gendo> Alright.
[12-Sep-2011 01:44:13]  <Loki_Weyland> $Tsvael, isn't it?
[12-Sep-2011 01:44:23]  <Motoko> 14So that's +20 to BS...
[12-Sep-2011 01:44:24]  <Osip_Zhgun[Barcode]> [yes]
[12-Sep-2011 01:44:30]  <Gendo> d100, get under your BS+20.  Yup.
[12-Sep-2011 01:44:37]  <Motoko> !roll d100
[12-Sep-2011 01:44:37]  <GameServ> 10 == 10
[12-Sep-2011 01:44:50]  <Osip_Zhgun[Barcode]> [man, it's a shame nobody walked into my range while I was totally losing it. I typed up a half-decent paragraph]
[12-Sep-2011 01:44:52]  <Cassie> [Are there any ways to add a bonus to your WS?]
[12-Sep-2011 01:44:52]  <Motoko> 1410 <= 53, four degrees I think
[12-Sep-2011 01:44:53]  <Lou> [so negative ten]
[12-Sep-2011 01:45:00]  <Gendo> And that appears to be... Yeah, 4 degrees of success.
[12-Sep-2011 01:45:09]  <Lou> [no wait, yeah]
[12-Sep-2011 01:45:15]  <Motoko> 14So that's two extra hits.
[12-Sep-2011 01:45:20]  <Gendo> Yup.
[12-Sep-2011 01:45:23]  <Lou> [go motoko.]
[12-Sep-2011 01:45:41]  <Motoko> 14... so, out of three rounds, three hit. Wow, 100% accuracy with an automatic.
[12-Sep-2011 01:45:43]  <Gendo> So three hits at d10.
[12-Sep-2011 01:46:11]  <Gendo> Motoko: I think the idea is that you fired something like 40 shots, and 3 hit.
[12-Sep-2011 01:46:17]  <Osip_Zhgun[Barcode]> [>_>\
[12-Sep-2011 01:46:19]  <Gendo> But game mechanics and balancing and shit.
[12-Sep-2011 01:46:21]  <Osip_Zhgun[Barcode]> ]*
[12-Sep-2011 01:46:32]  <Gendo> Anyways, that's 3d10 damage.
[12-Sep-2011 01:46:36]  <Motoko> 14Gendo: Shh, I'm going to take the game manual literally.
[12-Sep-2011 01:46:41]  <Loki_Weyland> $ Wouldn't that break the gun? It is a converted battleship cannon.
[12-Sep-2011 01:46:55]  <Motoko> 14Gendo: Oh, right, do I have to roll for body segments or whatever?
[12-Sep-2011 01:46:57]  <Osip_Zhgun[Barcode]> [it should be the number of shots in your weapon sheet, which matches up with your ammo but let's continue forget it]
[12-Sep-2011 01:46:58]  <Motoko> !roll 3d10
[12-Sep-2011 01:46:58]  <GameServ> 1, 10, 6 == 17
[12-Sep-2011 01:47:04]  <Gendo> Motoko: Nope.  Only one body part.
[12-Sep-2011 01:47:05]  <Lou> [Gendo: No, the pallet gun explicitly fires three shots at full auto. :D]
[12-Sep-2011 01:47:24]  <Cassie> [Loki, Do you want the pallet guns to suck even more?}
[12-Sep-2011 01:47:33]  <Gendo> Angel takes damage.  Still alive!
[12-Sep-2011 01:47:43]  <Motoko> 14Lou: That's just the ROF stat, right? So we pretend three hits max for a ridiculously inaccurate weapon.
[12-Sep-2011 01:47:45]  <Gendo> Also, pissed.
[12-Sep-2011 01:47:50]  <Lou> [yep!]
[12-Sep-2011 01:47:52]  <Lou> [my turn?]
[12-Sep-2011 01:47:55]  <Gendo> Yes.
[12-Sep-2011 01:47:58]  <Gendo> Now it's your turn.
[12-Sep-2011 01:48:08]  <Lou> Right... what...
[12-Sep-2011 01:48:11]  <Gendo> You're out of range for physical attacks, and can't move back in range this turn.
[12-Sep-2011 01:48:15]  <Motoko> 14Loki_Weyland: That's the Hand Cannon, I believe.
[12-Sep-2011 01:48:20]  <Gendo> YOu can do ranged attacks, though.
[12-Sep-2011 01:48:26]  <Loki_Weyland> $ Maybe. I'll have to read up again.
[12-Sep-2011 01:48:46]  <Lou> [I'll do a full auto burst with my rifle.]
[12-Sep-2011 01:48:57]  <Gendo> Alright!
[12-Sep-2011 01:49:01]  <Osip_Zhgun[Barcode]> [wouldn't ranged attacks have to follow Firing Into Melee thanks to Jacqueline or]
[12-Sep-2011 01:49:04]  <Osip_Zhgun[Barcode]> [never miiiiiind]
[12-Sep-2011 01:49:07]  <Lou> !roll d100
[12-Sep-2011 01:49:08]  <GameServ> 66 == 66
[12-Sep-2011 01:49:24]  <Gendo> Osip_Zhgun[Barcode]: I'm trying to make this battle as brief as possible, as we're almost an hour over the alotted time >.>
[12-Sep-2011 01:49:24]  <Motoko> Oh, Rld is the "how long the weapon takes to reload" stat. Oops. >_>
[12-Sep-2011 01:49:29]  <Lou> Dammit... dammit dammit dammit...
[12-Sep-2011 01:49:36]  <Lou> [motoko, that's only after you empty your clip.]
[12-Sep-2011 01:49:48]  <Gendo> Lou: That's one hit.
[12-Sep-2011 01:49:55]  <Osip_Zhgun[Barcode]> [yeh. np]
[12-Sep-2011 01:49:58]  <Lou> [eh?]
[12-Sep-2011 01:49:59]  <Motoko> 14Lou, I know, but I've been putting ammo left in the character sheet field for that
[12-Sep-2011 01:50:04]  <Gendo> Lou: BS + 20.
[12-Sep-2011 01:50:10]  <Gendo> You passed the check by 1.
[12-Sep-2011 01:50:15]  <Lou> [my BS is 32]
[12-Sep-2011 01:50:25]  <Gendo> In your Eva it's 47.
[12-Sep-2011 01:50:26]  <Osip_Zhgun[Barcode]> isn't your angel's BS affected by yours]
[12-Sep-2011 01:50:33]  <Lou> [oh, okay ._.]
[12-Sep-2011 01:50:38]  <Lou> !roll d10
[12-Sep-2011 01:50:38]  <GameServ> 7 == 7
[12-Sep-2011 01:50:46]  <Lou> Dammit dammit dammit dammit dammit
[12-Sep-2011 01:50:52]  <Lou> [so 7 dmg?]
[12-Sep-2011 01:50:56]  <Gendo> Not sure what you hit, but the Angel screams in pain.
[12-Sep-2011 01:50:56]  <Motoko> 14... I rolled against my personal BS, not my Eva's. Oh, well, no difference.
[12-Sep-2011 01:51:05]  <JackMackerel> (It's magazine. >:|)
[12-Sep-2011 01:51:14]  <Gendo> Motoko: I did it with the Evas.  I'm keepiing track of this and being smart and all >.>
[12-Sep-2011 01:51:19]  <Lou> [It says clip in the book...]
[12-Sep-2011 01:51:37]  <Gendo> Loki_Weyland: What're you doing!
[12-Sep-2011 01:51:45]  <Loki_Weyland> $ Oh shit, it's my turn?
[12-Sep-2011 01:51:51]  <Gendo> Yup
[12-Sep-2011 01:52:20]  <Loki_Weyland> Loki readies his weapon for another shot, aims, and fires.
[12-Sep-2011 01:52:30]  <Gendo> Lou: Also realize that I'm factoring in the Angel's AP and everything and not telling you >.>
[12-Sep-2011 01:52:39]  <Lou> [whatever, lord]
[12-Sep-2011 01:52:50]  <Loki_Weyland> !roll d100
[12-Sep-2011 01:52:51]  <GameServ> 72 == 72
[12-Sep-2011 01:52:57]  <Gendo> Pretty sure that's a miss.
[12-Sep-2011 01:53:12]  <Loki_Weyland> $ Crap. Should've used burst fire.
[12-Sep-2011 01:53:12]  <Motoko> 14"An Unreliable weapon suffers a Jam on a roll of 91 or higher..."
[12-Sep-2011 01:53:48]  *** Madoka <~chatzilla@S0106002191d86b2c.no.shawcable.net> has quit IRC (Read error: Connection reset by peer)
[12-Sep-2011 01:55:28]  <Gendo> [man, Tsvael is really boring to play....]
[12-Sep-2011 01:55:44]  <Osip_Zhgun[Barcode]> [our homework for next week is to learn how to play the game]
[12-Sep-2011 01:56:08]  <Lou> [You'd think an orgy would be more exciting.]
[12-Sep-2011 01:56:10]  <Gendo> Lou:  You fell energy collecting beneath your Eva.  A Rising Cross is about to form.
[12-Sep-2011 01:56:11]  <Gendo> Dodge it.
[12-Sep-2011 01:56:21]  <Gendo> Lou: It only has one actual attack >.>
[12-Sep-2011 01:56:23]  <Gendo> Sadly.
[12-Sep-2011 01:56:29]  <Gendo> Most Angels have like, 4.
[12-Sep-2011 01:56:33]  <Osip_Zhgun[Barcode]> [and no worries gendo, it still managed to put two of our pilots into the psyche ward, that was fun :P]
[12-Sep-2011 01:56:47]  <Motoko> 14Osip_Zhgun[Barcode]: I can only really learn by playing, considering the manual is a mess...
[12-Sep-2011 01:56:51]  <Osip_Zhgun[Barcode]> [also technically it killed me but that's because nobody let me spend a fate point in time >:| ]
[12-Sep-2011 01:56:56]  <Gendo> Motoko: Same.
[12-Sep-2011 01:57:04]  <Osip_Zhgun[Barcode]> [actually I woulda survived! 9 damage but still]
[12-Sep-2011 01:57:19]  <Cassie> [2? I thought it hit Lou, Osip and Cassie]
[12-Sep-2011 01:57:26]  <Gendo> Lou: Dodge.
[12-Sep-2011 01:57:36]  <Gendo> Yeah, it hit three.
[12-Sep-2011 01:57:49]  <Lou> [huh oh]
[12-Sep-2011 01:57:52]  <Lou> [what do I do]
[12-Sep-2011 01:58:09]  <Gendo> Lou: Roll under your agility.
[12-Sep-2011 01:58:30]  <Lou> !roll d100
[12-Sep-2011 01:58:30]  <GameServ> 45 == 45
[12-Sep-2011 01:58:36]  <Lou> [welp]
[12-Sep-2011 01:58:50]  <JackMackerel> (A zombie Orgy, at that.)
[12-Sep-2011 01:58:55]  <Osip_Zhgun[Barcode]> [1 degree of failure. that's still better than my 92 roll]
[12-Sep-2011 01:59:06]  <JackMackerel> (...Also, why am I so left out ;~;)
[12-Sep-2011 01:59:17]  <Gendo> Lou: Before I roll your damage, I'll remind you that you can use a Fate point to reroll that.
[12-Sep-2011 01:59:45]  <Loki_Weyland> $ How often do you get Fate points?
[12-Sep-2011 01:59:54]  <Gendo> Loki_Weyland: They refresh every session, IIRC.
[12-Sep-2011 01:59:57]  <Lou> [no]
[12-Sep-2011 02:00:00]  <Loki_Weyland> $ Ah.
[12-Sep-2011 02:00:09]  *** Madoka <~chatzilla@S0106002191d86b2c.no.shawcable.net> has joined #MadokaMadness
[12-Sep-2011 02:00:26]  <Osip_Zhgun[Barcode]> [they refresh each session - or at least, you gain some back. you can permanently drop one to avoid your character dying though]
[12-Sep-2011 02:00:37]  *** Osip_Zhgun[Barcode] <~Barcode@dhcp-0-21-29-da-86-24.cpe.quickclic.net> has left #MadokaMadness
[12-Sep-2011 02:00:49]  *** Osip_Zhgun[Barcode] <~Barcode@dhcp-0-21-29-da-86-24.cpe.quickclic.net> has joined #MadokaMadness
[12-Sep-2011 02:00:49]  <Gendo> Lou: Kk.. Calculating damage, as your body is crucified on by a cross of energy.....
[12-Sep-2011 02:00:52]  <Osip_Zhgun[Barcode]> [fucking shortcuts!]
[12-Sep-2011 02:01:02]  <Gendo> Lou: 5 points of damage.
[12-Sep-2011 02:01:03]  <Lou> gggggh
[12-Sep-2011 02:01:11]  <Osip_Zhgun[Barcode]> [that's okay]
[12-Sep-2011 02:01:17]  <Gendo> JackMackerel: You feel energy collecting underneath your Eva.
[12-Sep-2011 02:01:22]  <Gendo> Roll to dodge.
[12-Sep-2011 02:01:35]  <JackMackerel> !roll 1d100
[12-Sep-2011 02:01:35]  <GameServ> 85 == 85
[12-Sep-2011 02:01:40]  <JackMackerel> Fuck.
[12-Sep-2011 02:01:47]  <Gendo> JackMackerel: Or don't, because Tsvael has terrible aim.
[12-Sep-2011 02:01:49]  <Gendo> >.>
[12-Sep-2011 02:01:56]  <Motoko> 14This Tsvael really loves his crosses, doesn't he?
[12-Sep-2011 02:01:56]  <JackMackerel> (yaaay)
[12-Sep-2011 02:01:57]  <Gendo> Your move.
[12-Sep-2011 02:02:04]  * JackMackerel stabs again
[12-Sep-2011 02:02:20]  <Gendo> Motoko: He doesn't have a physical attack, and he can use it twice a round. Why wouldn't he love it?
[12-Sep-2011 02:02:32]  <Motoko> 14I have to wonder why he hasn't attacked Motoko yet. Is it because of her charming innocence? ...
[12-Sep-2011 02:02:50]  <Osip_Zhgun[Barcode]> [Motoko - it seems to prioritize those that try to hurt it]
[12-Sep-2011 02:03:01]  <Gendo> Osip_Zhgun[Barcode]: Motoko did.
[12-Sep-2011 02:03:03]  <Motoko> 14Osip_Zhgun[Barcode]: I shot it three times!
[12-Sep-2011 02:03:06]  * JackMackerel rips into Tsvael's flesh with the knives, laughing madly.
[12-Sep-2011 02:03:07]  <Gendo> Motoko did the most damage so far.
[12-Sep-2011 02:03:18]  <Gendo> JackMackerel: roll uder your ws.
[12-Sep-2011 02:03:35]  <JackMackerel> !roll d100
[12-Sep-2011 02:03:35]  <GameServ> 77 == 77
[12-Sep-2011 02:03:38]  <JackMackerel> (Goddammit)
[12-Sep-2011 02:04:10]  <Gendo> I was going to suggest that you make an all-out attack for the +20, but that wouldn't help with that roll.
[12-Sep-2011 02:04:39]  <Gendo> Yup, A tendril of bodies shambles and blocks your attack.
[12-Sep-2011 02:04:46]  <Gendo> Osip_Zhgun[Barcode]: You're up!
[12-Sep-2011 02:04:49]  <JackMackerel> "Goddammit! Why won't you die?!"
[12-Sep-2011 02:05:20]  * Osip_Zhgun[Barcode] pulls and holds the trigger. [***full auto attack with, well, my chin gun***]
[12-Sep-2011 02:05:23]  <Osip_Zhgun[Barcode]> !roll 1d100
[12-Sep-2011 02:05:23]  <GameServ> 9 == 9
[12-Sep-2011 02:05:26]  <Osip_Zhgun[Barcode]> [dohohoho]
[12-Sep-2011 02:05:39]  <Gendo> How many degrees of success is that :P
[12-Sep-2011 02:05:43]  <Osip_Zhgun[Barcode]> [calcing]
[12-Sep-2011 02:06:21]  <Osip_Zhgun[Barcode]> [6 possible hits, BS is 43, +20 for full auto, right? 54 difference, 5 degs of success, so 5 hits out of 6]
[12-Sep-2011 02:06:42]  <Lou> [actually it's one extra hit per /2/ degrees of success]
[12-Sep-2011 02:06:43]  <Gendo> Yeah, roll the damage for all that.
[12-Sep-2011 02:06:55]  <Osip_Zhgun[Barcode]> [one sec]
[12-Sep-2011 02:07:00]  <Gendo> Still, roll damage for that.
[12-Sep-2011 02:07:09]  <Gendo> If you get good rolls, I think you just ended this thign.
[12-Sep-2011 02:07:12]  <Lou> [three and a half shots :P]
[12-Sep-2011 02:07:13]  <Osip_Zhgun[Barcode]> !roll 5d10 + (2*5)
[12-Sep-2011 02:07:13]  <GameServ> 7, 9, 10, 9, 8 == 43
[12-Sep-2011 02:07:24]  <Gendo> Taking the first 3.
